iteracao,idx,tag_trecho,titulo,artista,ano,letra,tema,score
1,5722,musica385_trecho40,Inquilina de Violeiro (part. Zezé Di Camargo e Luciano),Luan Santana,nan,Queria te dar um beijinho,"Intimidade, desejo e sedução",0.9
1,5723,musica385_trecho41,Inquilina de Violeiro (part. Zezé Di Camargo e Luciano),Luan Santana,nan,E depois um forte abraço,"Intimidade, desejo e sedução",0.9
1,5724,musica385_trecho42,Inquilina de Violeiro (part. Zezé Di Camargo e Luciano),Luan Santana,nan,É um ditado muito certo,"Crescimento, consquita e pertencimento",0.9
1,5725,musica386_trecho1,O Que É Amor Pra Você,Marilia Mendonca,2015.0,"Respira fundo, eu tenho muito pra dizer","Conhecimento, esperança e expectativa",0.9
1,5726,musica386_trecho2,O Que É Amor Pra Você,Marilia Mendonca,2015.0,"E sei, acabei te assustando","Despedidas, morte e fragilidade",0.9
1,5727,musica386_trecho3,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Todo dia um novo plano,"Crescimento, consquita e pertencimento",0.9
1,5728,musica386_trecho4,O Que É Amor Pra Você,Marilia Mendonca,2015.0,E você só queria um tempo,"Despedidas, morte e fragilidade",0.9
1,5729,musica386_trecho5,O Que É Amor Pra Você,Marilia Mendonca,2015.0,"Um momento, um instante de prazer","Intimidade, desejo e sedução",0.9
1,5730,musica386_trecho6,O Que É Amor Pra Você,Marilia Mendonca,2015.0,"Então me diz, o que é amor pra você?",Amor e relações amorosas,0.9
1,5731,musica386_trecho7,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Até agora não consigo entender,"Crescimento, consquita e pertencimento",0.9
1,5732,musica386_trecho8,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Se eu fui o que muitos procuram,"Crescimento, consquita e pertencimento",0.9
1,5733,musica386_trecho9,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Com quantos corações você vai ter que brincar?,"Infidelidade, tristeza e sofrimento",0.8
1,5734,musica386_trecho10,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Quantos eu te amo você vai desperdiçar?,Amor e relações amorosas,0.9
1,5735,musica386_trecho11,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Talvez você não consiga entender,"Despedidas, morte e fragilidade",0.9
1,5736,musica386_trecho12,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Com seu amor aqui na sua frente,Amor e relações amorosas,0.9
1,5737,musica386_trecho13,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Me diz o que é amor pra você,Amor e relações amorosas,0.9
1,5738,musica386_trecho14,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Mas dei o melhor de mim,"Crescimento, consquita e pertencimento",0.9
1,5739,musica386_trecho15,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Nunca pensei que o fim seria assim tão perto,"Despedidas, morte e fragilidade",0.9
1,5740,musica386_trecho16,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Mas pra seguir sendo sincero,"Intimidade, desejo e sedução",0.9
1,5741,musica386_trecho17,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Já esperei demais,"Despedidas, morte e fragilidade",0.9
1,5742,musica386_trecho18,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Eu tentei ser na sua vida alguém raro,"Intimidade, desejo e sedução",0.9
1,5743,musica386_trecho19,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Mas o certo pra você tá errado,"Infidelidade, tristeza e sofrimento",0.9
1,5744,musica386_trecho20,O Que É Amor Pra Você,Marilia Mendonca,2015.0,Eu fiz tudo que você pediu pra fazer,"Crescimento, consquita e pertencimento",0.9
1,5745,musica387_trecho1,Textão,Ze Neto Cristiano,2020.0,Eu levei um tempão,"Despedidas, morte e fragilidade",0.9
1,5746,musica387_trecho2,Textão,Ze Neto Cristiano,2020.0,Eu tô sofrendo,"Infidelidade, tristeza e sofrimento",0.9
1,5747,musica387_trecho3,Textão,Ze Neto Cristiano,2020.0,E você só respondeu,"Despedidas, morte e fragilidade",0.9
1,5748,musica387_trecho4,Textão,Ze Neto Cristiano,2020.0,Um oi com um,"Intimidade, desejo e sedução",0.9
1,5749,musica387_trecho5,Textão,Ze Neto Cristiano,2020.0,I e um áudio mudo,"Despedidas, morte e fragilidade",0.9
1,5750,musica387_trecho6,Textão,Ze Neto Cristiano,2020.0,E já foi suficiente pra desmoronar meu mundo,"Despedidas, morte e fragilidade",0.9
1,5751,musica387_trecho7,Textão,Ze Neto Cristiano,2020.0,Duas letras só,"Despedidas, morte e fragilidade",0.9
1,5752,musica387_trecho8,Textão,Ze Neto Cristiano,2020.0,Nem gastou seu português,"Intimidade, desejo e sedução",0.9
1,5753,musica387_trecho9,Textão,Ze Neto Cristiano,2020.0,Me bloqueou de vez,"Despedidas, morte e fragilidade",0.8
1,5754,musica387_trecho10,Textão,Ze Neto Cristiano,2020.0,Pra escrever esse textão,"Despedidas, morte e fragilidade",0.9
1,5755,musica387_trecho11,Textão,Ze Neto Cristiano,2020.0,E ele tá igual meu coração,Amor e relações amorosas,0.9
1,5756,musica387_trecho12,Textão,Ze Neto Cristiano,2020.0,Pra acabar,"Despedidas, morte e fragilidade",0.9
1,5757,musica387_trecho13,Textão,Ze Neto Cristiano,2020.0,Com oi e um i e um áudio mudo,"Intimidade, desejo e sedução",0.9
1,5758,musica387_trecho14,Textão,Ze Neto Cristiano,2020.0,Com duas letras só,"Despedidas, morte e fragilidade",0.9
1,5759,musica387_trecho15,Textão,Ze Neto Cristiano,2020.0,Vai precisar de correção,"Despedidas, morte e fragilidade",0.9
1,5760,musica387_trecho16,Textão,Ze Neto Cristiano,2020.0,Eu esqueci que excesso é com dois,"Intimidade, desejo e sedução",0.9
1,5761,musica387_trecho17,Textão,Ze Neto Cristiano,2020.0,SMas não esqueço da gente,Amor e relações amorosas,0.9
1,5762,musica387_trecho18,Textão,Ze Neto Cristiano,2020.0,Não sei se a gente é junto ou separado,"Despedidas, morte e fragilidade",0.9
1,5763,musica387_trecho19,Textão,Ze Neto Cristiano,2020.0,Mas sei que você entende,"Intimidade, desejo e sedução",0.9
1,5764,musica387_trecho20,Textão,Ze Neto Cristiano,2020.0,Que entre verbos e acentos,"Conhecimento, esperança e expectativa",0.9
1,5765,musica388_trecho1,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,"Viola que chora, de nota em nota, pontilha pra gente sofrer","Despedidas, morte e fragilidade",0.9
1,5766,musica388_trecho2,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,Não me convenceu,"Infidelidade, tristeza e sofrimento",0.9
1,5767,musica388_trecho3,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,E hoje quem chora,"Despedidas, morte e fragilidade",0.9
1,5768,musica388_trecho4,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,É a viola e eu,"Intimidade, desejo e sedução",0.9
1,5769,musica388_trecho5,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,"Saudade que bate, compasso em compasso, me faz só lembrar você!","Despedidas, morte e fragilidade",0.9
1,5770,musica388_trecho6,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,Em cada frase que ecoa bate e machuca dentro do meu peito,"Despedidas, morte e fragilidade",0.9
1,5771,musica388_trecho7,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,Viola tem compaixão,"Despedidas, morte e fragilidade",0.9
1,5772,musica388_trecho8,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,De coração pra coração,Amor e relações amorosas,0.9
1,5773,musica388_trecho9,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,Traz de volta a mulher amada,Amor e relações amorosas,0.8
1,5774,musica388_trecho10,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,Escolhido a dedo,"Intimidade, desejo e sedução",0.9
1,5775,musica388_trecho11,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,A mais cobiçada,"Intimidade, desejo e sedução",0.9
1,5776,musica388_trecho12,A Viola e Eu (part. Eduardo Costa),Icaro E Gilmar,nan,Deixar ir embora,"Despedidas, morte e fragilidade",0.9
1,5777,musica389_trecho1,O Amor Coloriu,Luan Santana,2013.0,Quando alguém te enche de coragem pra seguir,"Crescimento, consquita e pertencimento",0.9
1,5778,musica389_trecho2,O Amor Coloriu,Luan Santana,2013.0,Um dia sentaremos bem de frente ao oceano,"Inspiração, paz e harmonia",0.9
1,5779,musica389_trecho3,O Amor Coloriu,Luan Santana,2013.0,Vamos rir de uma cara que chamava,"Intimidade, desejo e sedução",0.9
1,5780,musica389_trecho4,O Amor Coloriu,Luan Santana,2013.0,Fernando,Amor e relações amorosas,0.9
1,5781,musica389_trecho5,O Amor Coloriu,Luan Santana,2013.0,Vai ser só nós dois e o que vem depois,Amor e relações amorosas,0.9
1,5782,musica389_trecho6,O Amor Coloriu,Luan Santana,2013.0,Não tô nem aí o que eu preciso eu tenho aqui,"Intimidade, desejo e sedução",0.9
1,5783,musica389_trecho7,O Amor Coloriu,Luan Santana,2013.0,Sou seu cantor,"Intimidade, desejo e sedução",0.9
1,5784,musica389_trecho8,O Amor Coloriu,Luan Santana,2013.0,Minha música toca e o mundo se enche de cor,"Inspiração, paz e harmonia",0.9
1,5785,musica389_trecho9,O Amor Coloriu,Luan Santana,2013.0,Te esperei me tornei sua casa e você se apossou,"Intimidade, desejo e sedução",0.8
1,5786,musica389_trecho10,O Amor Coloriu,Luan Santana,2013.0,"O lugar que é seu, te prometo, ninguém mais morou","Despedidas, morte e fragilidade",0.9
1,5787,musica389_trecho11,O Amor Coloriu,Luan Santana,2013.0,E se o mundo acabar num segundo,"Despedidas, morte e fragilidade",0.9
1,5788,musica389_trecho12,O Amor Coloriu,Luan Santana,2013.0,A busca interminável termina em um sorrir,"Crescimento, consquita e pertencimento",0.9
1,5789,musica389_trecho13,O Amor Coloriu,Luan Santana,2013.0,Eu quero estar te amando,Amor e relações amorosas,0.9
1,5790,musica389_trecho14,O Amor Coloriu,Luan Santana,2013.0,E o que era cinza frio o amor coloriu,Amor e relações amorosas,0.9
1,5791,musica389_trecho15,O Amor Coloriu,Luan Santana,2013.0,"Te esperei, me tornei sua casa e você se apossou","Intimidade, desejo e sedução",0.9
1,5792,musica389_trecho16,O Amor Coloriu,Luan Santana,2013.0,"De um jeito assim, tão simples","Intimidade, desejo e sedução",0.9
1,5793,musica389_trecho17,O Amor Coloriu,Luan Santana,2013.0,"E se o mundo acabar num segundo, eu quero estar te amando",Amor e relações amorosas,0.9
1,5794,musica389_trecho18,O Amor Coloriu,Luan Santana,2013.0,Te amando,Amor e relações amorosas,0.9
1,5795,musica389_trecho19,O Amor Coloriu,Luan Santana,2013.0,Quando há dois caminhos e a escolha é toda sua,"Crescimento, consquita e pertencimento",0.9
1,5796,musica389_trecho20,O Amor Coloriu,Luan Santana,2013.0,Talvez nós perderemos numa esquina ou numa rua,"Despedidas, morte e fragilidade",0.9
1,5797,musica389_trecho21,O Amor Coloriu,Luan Santana,2013.0,"Mas no final da estrada, numa madrugada, vou te roubar pra mim","Intimidade, desejo e sedução",0.9
1,5798,musica389_trecho22,O Amor Coloriu,Luan Santana,2013.0,Quando o amor invade não podemos perder tempo,Amor e relações amorosas,0.9
1,5799,musica389_trecho23,O Amor Coloriu,Luan Santana,2013.0,"Quero nossos filhos, vê-los crescendo10, 20, 30 anos vão se passar e eu vou ter aprendido tanto","Crescimento, consquita e pertencimento",0.9
1,5800,musica39_trecho1,Cantada Boba,Jorge Mateus,2024.0,Falaram pra mim que eu sou seletivo demais,"Infidelidade, tristeza e sofrimento",0.9
1,5801,musica39_trecho2,Cantada Boba,Jorge Mateus,2024.0,"O atalho, o caminho","Crescimento, consquita e pertencimento",0.9
1,5802,musica39_trecho3,Cantada Boba,Jorge Mateus,2024.0,E pra levantar da sua cama é um sacrifício,"Despedidas, morte e fragilidade",0.9
1,5803,musica39_trecho4,Cantada Boba,Jorge Mateus,2024.0,Que pra pegar eu tem que ter uma lábia a mais,"Intimidade, desejo e sedução",0.9
1,5804,musica39_trecho5,Cantada Boba,Jorge Mateus,2024.0,E pra levantar da sua cama,"Intimidade, desejo e sedução",0.9
1,5805,musica39_trecho6,Cantada Boba,Jorge Mateus,2024.0,Eu não discordo dessa conversa,"Conhecimento, esperança e expectativa",0.9
1,5806,musica39_trecho7,Cantada Boba,Jorge Mateus,2024.0,Um sacrifício,"Despedidas, morte e fragilidade",0.9
1,5807,musica39_trecho8,Cantada Boba,Jorge Mateus,2024.0,Eu sou difícil mesmo,"Infidelidade, tristeza e sofrimento",0.9
1,5808,musica39_trecho9,Cantada Boba,Jorge Mateus,2024.0,Mas pra quem não me interessa,"Infidelidade, tristeza e sofrimento",0.8
1,5809,musica39_trecho10,Cantada Boba,Jorge Mateus,2024.0,Quem tem moral comigo não tá nessa festa,"Infidelidade, tristeza e sofrimento",0.9
1,5810,musica39_trecho11,Cantada Boba,Jorge Mateus,2024.0,Você me ganha numa cantada boba,"Intimidade, desejo e sedução",0.9
1,5811,musica39_trecho12,Cantada Boba,Jorge Mateus,2024.0,Minha maior fraqueza é sua voz no ouvido,"Intimidade, desejo e sedução",0.9
1,5812,musica39_trecho13,Cantada Boba,Jorge Mateus,2024.0,"Pra tirar minha roupa, você sabe a brecha","Intimidade, desejo e sedução",0.9
1,5813,musica390_trecho1,Sorte,Diego Victor Hugo,2021.0,Sorte é tá na rua num dia de chuva,"Despedidas, morte e fragilidade",0.9
1,5814,musica390_trecho2,Sorte,Diego Victor Hugo,2021.0,Num olhar de um amor absoluto,Amor e relações amorosas,0.9
1,5815,musica390_trecho3,Sorte,Diego Victor Hugo,2021.0,Você coloriu,"Intimidade, desejo e sedução",0.9
1,5816,musica390_trecho4,Sorte,Diego Victor Hugo,2021.0,"Minha vida cinza, amor","Despedidas, morte e fragilidade",0.9
1,5817,musica390_trecho5,Sorte,Diego Victor Hugo,2021.0,E a cada sorriso seu,Amor e relações amorosas,0.9
1,5819,musica390_trecho7,Sorte,Diego Victor Hugo,2021.0,"Você é meu tudo, tudo, tudo",Amor e relações amorosas,0.9
1,5820,musica390_trecho8,Sorte,Diego Victor Hugo,2021.0,"Eu juntei meu mundo, mundo, mundo com o seu","Intimidade, desejo e sedução",0.9
1,5821,musica390_trecho9,Sorte,Diego Victor Hugo,2021.0,Você é a sorte e o sortudo sou eu,Amor e relações amorosas,0.8
1,5822,musica390_trecho10,Sorte,Diego Victor Hugo,2021.0,Ter alguém pra dividir o seu guarda-chuva,"Intimidade, desejo e sedução",0.9
1,5823,musica390_trecho11,Sorte,Diego Victor Hugo,2021.0,O sortudo sou eu,Amor e relações amorosas,0.9
1,5824,musica390_trecho12,Sorte,Diego Victor Hugo,2021.0,Sorte é ter alguém te esperando em casa,Amor e relações amorosas,0.9
1,5825,musica390_trecho13,Sorte,Diego Victor Hugo,2021.0,E com um beijo apagar a semana estressada,"Intimidade, desejo e sedução",0.9
1,5826,musica390_trecho14,Sorte,Diego Victor Hugo,2021.0,E o sortudo sou eu,Amor e relações amorosas,0.9
1,5827,musica390_trecho15,Sorte,Diego Victor Hugo,2021.0,Sorte não é ganhar dinheiro,"Crescimento, consquita e pertencimento",0.9
1,5828,musica390_trecho16,Sorte,Diego Victor Hugo,2021.0,Ter carro do ano,Ostentação e consumismo,0.9
1,5829,musica390_trecho17,Sorte,Diego Victor Hugo,2021.0,Sorte é um verdadeiro eu te amo,Amor e relações amorosas,0.9
1,5830,musica390_trecho18,Sorte,Diego Victor Hugo,2021.0,Sorte é quando não se tem nada,"Despedidas, morte e fragilidade",0.9
1,5831,musica390_trecho19,Sorte,Diego Victor Hugo,2021.0,Mas se enxerga um tudo,"Despedidas, morte e fragilidade",0.9
1,5832,musica391_trecho1,Vidro Fumê,Bruno E Marrone,2012.0,Foi num telefonema anônimo,"Despedidas, morte e fragilidade",0.9
1,5833,musica391_trecho2,Vidro Fumê,Bruno E Marrone,2012.0,Eu fui atrás,"Despedidas, morte e fragilidade",0.9
1,5834,musica391_trecho3,Vidro Fumê,Bruno E Marrone,2012.0,"Em busca da verdade, de um segredo","Conhecimento, esperança e expectativa",0.9
1,5835,musica391_trecho4,Vidro Fumê,Bruno E Marrone,2012.0,Senti o amor estremecer,Amor e relações amorosas,0.9
1,5836,musica391_trecho5,Vidro Fumê,Bruno E Marrone,2012.0,Na hora em que eu te vi entrando,Amor e relações amorosas,0.9
1,5837,musica391_trecho6,Vidro Fumê,Bruno E Marrone,2012.0,Num carro importado de vidro fumê,"Intimidade, desejo e sedução",0.9
1,5838,musica391_trecho7,Vidro Fumê,Bruno E Marrone,2012.0,Quando você chegou em casa,"Crescimento, consquita e pertencimento",0.9
1,5839,musica391_trecho8,Vidro Fumê,Bruno E Marrone,2012.0,Eu te tratei naturalmente,"Intimidade, desejo e sedução",0.9
1,5840,musica391_trecho9,Vidro Fumê,Bruno E Marrone,2012.0,E quando fiz amor contigo,Amor e relações amorosas,0.9
1,5841,musica391_trecho10,Vidro Fumê,Bruno E Marrone,2012.0,"A noite inteira, lentamente","Despedidas, morte e fragilidade",0.9
1,5842,musica391_trecho11,Vidro Fumê,Bruno E Marrone,2012.0,Foi a canção da despedida,"Despedidas, morte e fragilidade",0.9
1,5843,musica391_trecho12,Vidro Fumê,Bruno E Marrone,2012.0,Uma voz disfarçada,"Intimidade, desejo e sedução",0.9
1,5844,musica391_trecho13,Vidro Fumê,Bruno E Marrone,2012.0,"Foi de verdade, diferente",Amor e relações amorosas,0.9
1,5845,musica391_trecho14,Vidro Fumê,Bruno E Marrone,2012.0,Foi a última noite de amor da gente,"Despedidas, morte e fragilidade",0.9
1,5846,musica391_trecho15,Vidro Fumê,Bruno E Marrone,2012.0,Em busca da verdade de um segredo,"Infidelidade, tristeza e sofrimento",0.9
1,5847,musica391_trecho16,Vidro Fumê,Bruno E Marrone,2012.0,Me falou que eu estava sendo traído,"Infidelidade, tristeza e sofrimento",0.9
1,5848,musica391_trecho17,Vidro Fumê,Bruno E Marrone,2012.0,Eu nem quis acreditar,"Despedidas, morte e fragilidade",0.9
1,5849,musica391_trecho18,Vidro Fumê,Bruno E Marrone,2012.0,Foi última noite de amor da gente,"Despedidas, morte e fragilidade",0.9
1,5850,musica391_trecho19,Vidro Fumê,Bruno E Marrone,2012.0,Pensei que era só um trote,"Despedidas, morte e fragilidade",0.9
1,5851,musica391_trecho20,Vidro Fumê,Bruno E Marrone,2012.0,Mas no fundo do meu peito,"Despedidas, morte e fragilidade",0.9
1,5852,musica391_trecho21,Vidro Fumê,Bruno E Marrone,2012.0,Já desconfiava dessa minha sorte,"Despedidas, morte e fragilidade",0.9
1,5853,musica391_trecho22,Vidro Fumê,Bruno E Marrone,2012.0,No calor de um momento,"Intimidade, desejo e sedução",0.9
1,5854,musica391_trecho23,Vidro Fumê,Bruno E Marrone,2012.0,Na loucura do meu pensamento,"Intimidade, desejo e sedução",0.9
1,5855,musica392_trecho1,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Eu só queria entender seus pensamentos,Amor e relações amorosas,0.9
1,5856,musica392_trecho2,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Não é que eu tô querendo do meu jeito,"Intimidade, desejo e sedução",0.9
1,5857,musica392_trecho3,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Eu me ajeito no seu jeito,"Intimidade, desejo e sedução",0.9
1,5858,musica392_trecho4,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Basta a gente conversar,"Intimidade, desejo e sedução",0.9
1,5859,musica392_trecho5,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Você diz que não,"Despedidas, morte e fragilidade",0.9
1,5860,musica392_trecho6,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,E eu acho que sim,Amor e relações amorosas,0.9
1,5861,musica392_trecho7,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Você não se entrega,"Intimidade, desejo e sedução",0.9
1,5862,musica392_trecho8,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Seu medo te cerca,"Despedidas, morte e fragilidade",0.9
1,5863,musica392_trecho9,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Te pega e te joga,"Intimidade, desejo e sedução",0.8
1,5864,musica392_trecho10,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Pra longe de mim,"Despedidas, morte e fragilidade",0.9
1,5865,musica392_trecho11,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Eu acho que sim,Amor e relações amorosas,0.9
1,5866,musica392_trecho12,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,E o que realmente tá rolando,"Infidelidade, tristeza e sofrimento",0.9
1,5867,musica392_trecho13,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Resolve esse impasse,"Despedidas, morte e fragilidade",0.9
1,5868,musica392_trecho14,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,E assuma pra gente,"Intimidade, desejo e sedução",0.9
1,5869,musica392_trecho15,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Essa louca paixão,Amor e relações amorosas,0.9
1,5870,musica392_trecho16,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Me abraça e me beija,"Intimidade, desejo e sedução",0.9
1,5871,musica392_trecho17,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Que eu tomo conta de você,Amor e relações amorosas,0.9
1,5872,musica392_trecho18,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,"Conte tudo, a hora é essa","Despedidas, morte e fragilidade",0.9
1,5873,musica392_trecho19,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,E o que te faz fugir de mim,"Despedidas, morte e fragilidade",0.9
1,5874,musica392_trecho20,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,"Te juro, estou tentando ler seus olhos","Intimidade, desejo e sedução",0.9
1,5875,musica392_trecho21,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Mas percebo que disfarça,"Intimidade, desejo e sedução",0.9
1,5876,musica392_trecho22,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Mas você diz que não,"Infidelidade, tristeza e sofrimento",0.9
1,5877,musica392_trecho23,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,E não consegue me encarar,"Despedidas, morte e fragilidade",0.9
1,5878,musica392_trecho24,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,"Senta aqui um pouco, sem ter pressa","Inspiração, paz e harmonia",0.9
1,5879,musica392_trecho25,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,"Conta tudo, a hora é essa","Despedidas, morte e fragilidade",0.9
1,5880,musica392_trecho26,Impasse (part. Henrique & Juliano),Marilia Mendonca,2015.0,Fala o que tem pra falar,"Intimidade, desejo e sedução",0.9
1,5881,musica393_trecho1,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Tomara que o mato seca,"Despedidas, morte e fragilidade",0.9
1,5882,musica393_trecho2,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"Você morre, a terra come","Despedidas, morte e fragilidade",0.9
1,5883,musica393_trecho3,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,A mineira me pediu três coisa num tempo só,"Despedidas, morte e fragilidade",0.9
1,5884,musica393_trecho4,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"Um vestido, anel e um brinco","Intimidade, desejo e sedução",0.9
1,5885,musica393_trecho5,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"No vestido, eu paguei cinco",Ostentação e consumismo,0.9
1,5886,musica393_trecho6,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"No anel, oitenta e cinco","Despedidas, morte e fragilidade",0.9
1,5887,musica393_trecho7,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"No brinco, eu paguei dez","Despedidas, morte e fragilidade",0.9
1,5888,musica393_trecho8,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Lá se foi meus cem merréis,"Despedidas, morte e fragilidade",0.9
1,5889,musica393_trecho9,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,A mulher e o meu cavalo caiu num poço fundo,"Despedidas, morte e fragilidade",0.8
1,5890,musica393_trecho10,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Meu cavalo eu sarvei,"Intimidade, desejo e sedução",0.9
1,5891,musica393_trecho11,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Tirei ele num segundo,"Despedidas, morte e fragilidade",0.9
1,5892,musica393_trecho12,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Só pra ver o que as cobra come,"Despedidas, morte e fragilidade",0.9
1,5893,musica393_trecho13,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Meu cavalo é um colosso,"Intimidade, desejo e sedução",0.9
1,5894,musica393_trecho14,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,A mulher eu deixei no poço,"Despedidas, morte e fragilidade",0.9
1,5895,musica393_trecho15,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Quatro coisas desse mundo,"Despedidas, morte e fragilidade",0.9
1,5896,musica393_trecho16,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Meu coração não tormenta,Amor e relações amorosas,0.9
1,5897,musica393_trecho17,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"Cavalo trotão, casa goterenta","Despedidas, morte e fragilidade",0.9
1,5898,musica393_trecho18,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Criança chorão e muié ciumenta,"Despedidas, morte e fragilidade",0.9
1,5899,musica393_trecho19,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Zap matou sete copa,"Despedidas, morte e fragilidade",0.9
1,5900,musica393_trecho20,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"Adeus, menina da","Despedidas, morte e fragilidade",0.9
1,5901,musica393_trecho21,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Europa,"Inspiração, paz e harmonia",0.9
1,5902,musica393_trecho22,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Todas coisas está sumindo,"Despedidas, morte e fragilidade",0.9
1,5903,musica393_trecho23,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Sete copa matou espadilha,"Despedidas, morte e fragilidade",0.9
1,5904,musica393_trecho24,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"Adeus,","Despedidas, morte e fragilidade",0.9
1,5905,musica393_trecho25,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Olinta,"Despedidas, morte e fragilidade",0.9
1,5906,musica393_trecho26,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Maria,Amor e relações amorosas,0.9
1,5907,musica393_trecho27,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Espadilha matou sete ouro,"Despedidas, morte e fragilidade",0.9
1,5908,musica393_trecho28,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"Adeus, menina do choro","Despedidas, morte e fragilidade",0.9
1,5909,musica393_trecho29,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,Sete ouro matou dois e três,"Despedidas, morte e fragilidade",0.9
1,5910,musica393_trecho30,Pra Tudo Nóis Dá Jeito,Waldomiro E Waldemar,nan,"Joga ás, jogado dois, vale seis","Crescimento, consquita e pertencimento",0.9
